congress,chamber,icpsr,state_icpsr,district_code,state_abbrev,party_code,occupancy,last_means,bioname,bioguide_id,born,died,nominate_dim1,nominate_dim2,nominate_log_likelihood,nominate_geo_mean_probability,nominate_number_of_votes,nominate_number_of_errors,conditional,nokken_poole_dim1,nokken_poole_dim2
117,House,21542,13,24,NY,200,,,"KATKO, John",K000386,1962,,0.185,0.013,-145.64636,0.83923,831,64,,0.161,-0.043
117,House,21715,13,13,NY,100,,,"ESPAILLAT, Adriano J.",E000297,1954,,-0.606,-0.232,-17.0127,0.97988,837,8,,-0.533,-0.523
117,House,21747,13,3,NY,100,,,"SUOZZI, Thomas",S001201,1962,,-0.219,0.087,-19.8182,0.97638,829,5,,-0.315,0.188
117,House,21749,13,22,NY,200,,,"TENNEY, Claudia",T000478,1961,,0.452,0.027,-143.3128,0.8382,812,59,,0.506,0.015
117,House,21761,13,25,NY,100,,,"MORELLE, Joseph D.",M001206,1957,,-0.334,0.132,-15.92799,0.98111,835,5,,-0.41,0.353
117,House,21916,13,19,NY,100,,,"DELGADO, Antonio",D000630,1977,,-0.233,0.277,-11.88706,0.97858,549,5,,-0.29,0.53
117,House,21949,13,14,NY,100,,,"OCASIO-CORTEZ, Alexandria",O000172,1989,,-0.269,-0.963,-48.07804,0.94372,830,20,,-0.298,-0.955
117,House,21990,13,27,NY,200,,,"JACOBS, Chris",J000020,1966,,0.306,0.049,-140.83774,0.84393,830,52,,0.309,0.051
117,House,22105,13,16,NY,100,,,"BOWMAN, Jamaal",B001223,1976,,-0.321,-0.947,-38.95105,0.95416,830,14,,-0.981,-0.192
117,House,22117,13,2,NY,200,,,"GARBARINO, Andrew R.",G000597,1984,,0.281,0.077,-90.6008,0.89635,828,34,,0.286,0.067
117,House,22127,13,17,NY,100,,,"JONES, Mondaire",J000306,1987,,-0.414,-0.533,-14.2568,0.98301,832,6,,-0.414,-0.535
117,House,22133,13,11,NY,200,,,"MALLIOTAKIS, Nicole",M000317,1980,,0.298,0.061,-135.59119,0.84995,834,60,,0.299,0.028
117,House,22154,13,15,NY,100,,,"TORRES, Ritchie",T000486,1988,,-0.415,-0.353,-14.66456,0.98249,830,3,,-0.537,-0.318
117,House,22169,13,19,NY,100,,,"RYAN, Patrick",R000579,1982,,-0.212,0.188,-0.372,0.99677,115,0,,-0.365,0.372
117,House,22170,13,23,NY,200,,,"SEMPOLINSKI, Joseph",S001219,1983,,0.545,0.047,-29.71059,0.77232,115,16,,0.529,0.092
117,House,29377,13,10,NY,100,,,"NADLER, Jerrold Lewis",N000002,1947,,-0.508,-0.497,-14.10087,0.98299,822,5,,-0.488,-0.356
117,House,29378,13,7,NY,100,,,"VELÁZQUEZ, Nydia M.",V000081,1953,,-0.547,-0.345,-12.87571,0.98468,834,5,,-0.47,-0.498
117,House,29379,13,12,NY,100,,,"MALONEY, Carolyn Bosher",M000087,1946,,-0.387,-0.285,-15.25203,0.98186,833,7,,-0.417,-0.374
117,House,29776,13,5,NY,100,,,"MEEKS, Gregory W.",M001137,1953,,-0.415,-0.071,-12.58388,0.98492,828,4,,-0.489,0.096
117,House,15438,47,4,NC,100,,,"PRICE, David Eugene",P000523,1940,,-0.343,-0.03,-12.32371,0.98492,811,3,,-0.456,0.113
117,House,20340,47,1,NC,100,,,"BUTTERFIELD, George Kenneth, Jr. (G.K.)",B001251,1947,,-0.404,0.184,-16.50003,0.98025,827,5,,-0.483,0.347
117,House,20521,47,5,NC,200,,,"FOXX, Virginia Ann",F000450,1943,,0.626,0.157,-125.37442,0.85461,798,48,,0.624,0.23
117,House,20522,47,10,NC,200,,,"McHENRY, Patrick T.",M001156,1975,,0.532,0.12,-131.78144,0.8483,801,54,,0.408,0.162
117,House,21346,47,8,NC,200,,,"HUDSON, Richard",H001067,1971,,0.533,0.151,-107.73534,0.87827,830,38,,0.424,0.211
117,House,21544,47,7,NC,200,,,"ROUZER, David",R000603,1972,,0.56,0.217,-100.66583,0.88643,835,45,,0.551,0.287
117,House,21545,47,12,NC,100,,,"ADAMS, Alma",A000370,1946,,-0.468,0.029,-15.27151,0.98188,835,8,,-0.466,0.094
117,House,21708,47,13,NC,200,,,"BUDD, Theodore Paul",B001305,1971,,0.633,-0.082,-155.28863,0.81409,755,70,,0.595,-0.09
117,House,21986,47,9,NC,200,,,"BISHOP, Dan",B001311,1964,,0.724,-0.317,-148.05588,0.83462,819,69,,0.697,-0.366
117,House,21987,47,3,NC,200,,,"MURPHY, Gregory Francis",M001210,1963,,0.496,0.035,-142.28719,0.83998,816,53,,0.474,-0.006
117,House,22109,47,11,NC,200,,,"CAWTHORN, Madison",C001104,1995,,0.555,-0.243,-172.26812,0.8082,809,84,,0.554,-0.246
117,House,22135,47,6,NC,100,,,"MANNING, Kathy E.",M001135,1956,,-0.265,0.328,-18.66895,0.97797,838,7,,-0.276,0.194
117,House,22149,47,2,NC,100,,,"ROSS, Deborah K.",R000305,1963,,-0.459,0.233,-15.14085,0.98212,839,5,,-0.408,0.267
117,House,21901,36,1,ND,200,,,"ARMSTRONG, Kelly",A000377,1976,,0.468,0.01,-120.39382,0.86028,800,45,,0.471,-0.04
117,House,21996,95,0,MP,100,,,"SABLAN, Gregorio Kilili Camacho",S001177,1955,,-0.454,-0.017,-0.2677,0.98106,14,0,,-0.411,-0.874
117,House,15029,24,9,OH,100,,,"KAPTUR, Marcia Carolyn (Marcy)",K000009,1946,,-0.348,0.116,-16.35568,0.98049,830,5,,-0.306,0.004
117,House,20342,24,10,OH,200,,,"TURNER, Michael R.",T000463,1960,,0.276,0.218,-97.72987,0.8879,822,41,,0.304,0.344
117,House,20343,24,13,OH,100,,,"RYAN, Timothy J.",R000577,1973,,-0.402,0.208,-14.35051,0.98286,830,6,,-0.358,-0.006
117,House,20738,24,4,OH,200,,,"JORDAN, Jim",J000289,1964,,0.717,-0.199,-116.5797,0.86702,817,36,,0.74,-0.123
117,House,20755,24,5,OH,200,,,"LATTA, Robert E.",L000566,1956,,0.512,0.276,-66.76083,0.9236,840,25,,0.481,0.289
117,House,20941,24,11,OH,100,,,"FUDGE, Marcia L.",F000455,1952,,-0.581,0.14,-1.13895,0.97913,54,1,,-0.295,0.196
117,House,21162,24,6,OH,200,,,"JOHNSON, Bill",J000292,1954,,0.424,0.27,-86.85606,0.90143,837,35,,0.391,0.205
117,House,21163,24,15,OH,200,,,"STIVERS, Steve",S001187,1965,,0.3,0.269,-11.4027,0.90714,117,7,,0.283,0.201
117,House,21165,24,7,OH,200,,,"GIBBS, Bob",G000563,1954,,0.484,0.284,-88.3757,0.89429,791,35,,0.524,0.199
117,House,21351,24,2,OH,200,,,"WENSTRUP, Brad",W000815,1958,,0.529,0.243,-82.47345,0.90563,832,34,,0.475,0.314
117,House,21352,24,3,OH,100,,,"BEATTY, Joyce",B001281,1950,,-0.438,0.038,-16.85582,0.98006,837,7,,-0.572,-0.047
117,House,21353,24,14,OH,200,,,"JOYCE, David",J000295,1957,,0.262,0.271,-78.87685,0.90955,832,32,,0.254,0.281
117,House,21564,24,8,OH,200,,,"DAVIDSON, Warren",D000626,1970,,0.664,-0.346,-201.7586,0.78398,829,95,,0.617,-0.394
117,House,21759,24,12,OH,200,,,"BALDERSON, Troy",B001306,1962,,0.425,0.353,-72.74967,0.91618,831,29,,0.42,0.228
117,House,21924,24,16,OH,200,,,"GONZALEZ, Anthony",G000588,1984,,0.24,0.315,-107.85637,0.87283,793,54,,0.208,0.295
117,House,22161,24,11,OH,100,,,"BROWN, Shontel  M.",B001313,1975,,-0.515,-0.044,-6.0386,0.98856,525,3,,-0.463,-0.046
117,House,22162,24,15,OH,200,,,"CAREY, Mike",C001126,1971,,0.417,0.032,-81.3901,0.85588,523,35,,0.409,-0.037
117,House,29550,24,1,OH,200,,,"CHABOT, Steve",C000266,1953,,0.542,-0.137,-150.48122,0.83563,838,65,,0.392,0.258
117,House,20344,53,4,OK,200,,,"COLE, Tom",C001053,1949,,0.329,0.374,-80.53234,0.90806,835,32,,0.309,0.501
117,House,21355,53,2,OK,200,,,"MULLIN, Markwayne",M001190,1977,,0.545,0.248,-113.50496,0.86894,808,55,,0.579,0.129
117,House,21760,53,1,OK,200,,,"HERN, Kevin",H001082,1961,,0.684,-0.06,-118.50882,0.86528,819,47,,0.695,-0.092
117,House,22102,53,5,OK,200,,,"BICE, Stephanie I.",B000740,1973,,0.406,0.426,-68.17433,0.92187,838,29,,0.408,0.434
117,House,29393,53,3,OK,200,,,"LUCAS, Frank D.",L000491,1960,,0.366,0.421,-61.15386,0.92797,818,24,,0.412,0.517
117,House,15410,72,4,OR,100,,,"DeFAZIO, Peter Anthony",D000191,1947,,-0.427,-0.002,-28.36461,0.96628,827,10,,-0.269,-0.412
117,House,20944,72,5,OR,100,,,"SCHRADER, Kurt",S001180,1951,,-0.182,0.054,-141.4911,0.84275,827,45,,-0.12,0.022
117,House,21198,72,1,OR,100,,,"BONAMICI, Suzanne",B001278,1954,,-0.394,-0.414,-11.49161,0.98641,840,5,,-0.41,-0.45
117,House,22101,72,2,OR,200,,,"BENTZ, Cliff",B000668,1952,,0.473,0.338,-75.15112,0.91422,838,30,,0.478,0.332
117,House,29588,72,3,OR,100,,,"BLUMENAUER, Earl",B000574,1948,,-0.427,-0.652,-16.42863,0.98042,831,7,,-0.37,-0.556
117,House,20946,14,15,PA,200,,,"THOMPSON, Glenn",T000467,1959,,0.322,0.394,-75.06822,0.91303,825,28,,0.355,0.513
117,House,21167,14,16,PA,200,,,"KELLY, Mike",K000376,1948,,0.371,0.405,-72.78255,0.91633,833,28,,0.438,0.319
117,House,21356,14,10,PA,200,,,"PERRY, Scott",P000605,1962,,0.673,-0.444,-152.09285,0.83164,825,68,,0.776,-0.447
117,House,21358,14,8,PA,100,,,"CARTWRIGHT, Matt",C001090,1961,,-0.356,-0.014,-28.05848,0.96608,813,14,,-0.243,0.011
117,House,21548,14,2,PA,100,,,"BOYLE, Brendan Francis",B001296,1977,,-0.398,0.132,-20.535,0.97574,836,7,,-0.474,0.243
117,House,21566,14,3,PA,100,,,"EVANS, Dwight",E000296,1954,,-0.466,-0.103,-16.15796,0.98088,837,8,,-0.555,-0.055
117,House,21718,14,1,PA,200,,,"FITZPATRICK, Brian K.",F000466,1973,,0.157,-0.186,-140.45033,0.84586,839,52,,0.137,-0.19
117,House,21745,14,11,PA,200,,,"SMUCKER, Lloyd K.",S001199,1964,,0.431,0.207,-83.02251,0.90503,832,31,,0.449,0.228
117,House,21756,14,17,PA,100,,,"LAMB, Conor",L000588,1984,,-0.143,0.212,-29.46819,0.96541,837,3,,-0.23,0.286
117,House,21762,14,5,PA,100,,,"SCANLON, Mary Gay",S001205,1959,,-0.447,-0.071,-16.23347,0.9807,833,6,,-0.378,-0.141
117,House,21763,14,7,PA,100,,,"WILD, Susan",W000826,1957,,-0.277,0.385,-46.81783,0.94528,832,19,,-0.209,0.143
117,House,21915,14,4,PA,100,,,"DEAN, Madeleine",D000631,1959,,-0.465,0.006,-11.04417,0.98691,838,2,,-0.39,-0.11
117,House,21934,14,6,PA,100,,,"HOULAHAN, Christina",H001085,1967,,-0.28,0.387,-22.5641,0.97337,836,7,,-0.284,0.335
117,House,21936,14,13,PA,200,,,"JOYCE, John",J000302,1957,,0.57,0.017,-145.45717,0.84048,837,63,,0.595,0.024
117,House,21945,14,9,PA,200,,,"MEUSER, Dan",M001204,1964,,0.498,0.245,-99.85459,0.88561,822,38,,0.428,0.111
117,House,21956,14,14,PA,200,,,"RESCHENTHALER, Guy",R000610,1983,,0.377,0.322,-69.10433,0.92057,835,29,,0.374,0.367
117,House,21985,14,12,PA,200,,,"KELLER, Fred",K000395,1965,,0.498,0.171,-87.31005,0.90106,838,35,,0.496,0.211
117,House,29561,14,18,PA,100,,,"DOYLE, Michael F.",D000482,1953,,-0.331,0.099,-39.28662,0.95001,766,15,,-0.384,-0.472
117,House,21992,92,0,PR,200,,,"GONZÁLEZ-CÓLON, Jenniffer",G000582,1976,,0.27,0.261,-5.73093,0.66408,14,3,,0.176,0.984
117,House,20136,5,2,RI,100,,,"LANGEVIN, James",L000559,1964,,-0.375,0.114,-19.96026,0.97638,835,8,,-0.353,0.23
117,House,21172,5,1,RI,100,,,"CICILLINE, David N.",C001084,1961,,-0.389,-0.262,-23.18,0.97256,833,9,,-0.312,-0.174
117,House,20138,48,2,SC,200,,,"WILSON, Addison Graves (Joe)",W000795,1947,,0.53,0.146,-93.41008,0.89133,812,37,,0.485,0.477
117,House,21174,48,3,SC,200,,,"DUNCAN, Jeff",D000615,1966,,0.701,-0.078,-156.11146,0.82626,818,80,,0.657,0.042
117,House,21359,48,7,SC,200,,,"RICE, Tom",R000597,1957,,0.558,-0.217,-216.26018,0.77062,830,91,,0.48,-0.194
117,House,21753,48,5,SC,200,,,"NORMAN, Ralph",N000190,1953,,0.852,-0.342,-77.05789,0.90828,801,27,,0.889,-0.457
117,House,21974,48,4,SC,200,,,"TIMMONS, William",T000480,1984,,0.591,0.21,-88.0053,0.90008,836,37,,0.588,0.269
117,House,22132,48,1,SC,200,,,"MACE, Nancy",M000194,1977,,0.363,-0.289,-216.34959,0.77078,831,90,,0.378,-0.219
117,House,39301,48,6,SC,100,,,"CLYBURN, James Enos",C000537,1940,,-0.465,0.251,-13.66407,0.98363,828,5,,-0.536,0.281
117,House,21935,37,1,SD,200,,,"JOHNSON, Dustin",J000301,1976,,0.438,0.223,-75.96015,0.91304,835,25,,0.403,0.361
117,House,15019,54,5,TN,100,,,"COOPER, James Hayes Shofner",C000754,1954,,-0.164,-0.033,-32.97128,0.9611,831,14,,-0.359,0.138
117,House,20748,54,9,TN,100,,,"COHEN, Stephen",C001068,1949,,-0.399,-0.344,-29.3935,0.96512,828,12,,-0.303,-0.409
117,House,21178,54,3,TN,200,,,"FLEISCHMANN, Chuck",F000459,1962,,0.466,0.272,-97.73761,0.89016,840,47,,0.497,0.177
117,House,21179,54,4,TN,200,,,"DESJARLAIS, Scott",D000616,1964,,0.579,-0.066,-136.25958,0.8491,833,60,,0.57,-0.013
117,House,21731,54,8,TN,200,,,"KUSTOFF, David",K000392,1966,,0.536,0.342,-75.07072,0.91382,833,31,,0.555,0.389
117,House,21905,54,2,TN,200,,,"BURCHETT, Timothy",B001309,1964,,0.665,-0.351,-143.60217,0.83754,810,60,,0.652,-0.353
117,House,21926,54,7,TN,200,,,"GREEN, Mark",G000590,1964,,0.675,0.018,-140.28965,0.84169,814,69,,0.65,-0.026
117,House,21959,54,6,TN,200,,,"ROSE, John",R000612,1965,,0.675,0.083,-118.283,0.86398,809,52,,0.679,0.087
117,House,22122,54,1,TN,200,,,"HARSHBARGER, Diana",H001086,1960,,0.687,0.06,-135.47986,0.8499,833,67,,0.689,0.074
117,House,20355,49,26,TX,200,,,"BURGESS, Michael C.",B001248,1950,,0.574,-0.201,-155.28738,0.82632,814,69,,0.582,-0.143
117,House,20356,49,31,TX,200,,,"CARTER, John R.",C001051,1941,,0.486,0.569,-153.42196,0.83123,830,59,,0.614,0.475
117,House,20527,49,1,TX,200,,,"GOHMERT, Louie",G000552,1953,,0.644,-0.406,-173.10977,0.803,789,86,,0.678,-0.496
117,House,20529,49,9,TX,100,,,"GREEN, Al",G000553,1947,,-0.439,0.291,-31.79118,0.96273,837,15,,-0.389,-0.282
117,House,20530,49,10,TX,200,,,"McCAUL, Michael T.",M001157,1962,,0.422,0.122,-88.32894,0.898,821,35,,0.349,0.409
117,House,20533,49,28,TX,100,,,"CUELLAR, Henry",C001063,1955,,-0.228,0.62,-74.89131,0.91451,838,31,,-0.287,0.684
117,House,21360,49,14,TX,200,,,"WEBER, Randy",W000814,1953,,0.73,0.024,-133.81872,0.84875,816,58,,0.82,0.179
117,House,21362,49,20,TX,100,,,"CASTRO, Joaquin",C001091,1974,,-0.402,-0.046,-15.18985,0.98197,835,4,,-0.434,-0.269
117,House,21364,49,25,TX,200,,,"WILLIAMS, Roger",W000816,1949,,0.586,0.134,-85.62826,0.89628,782,30,,0.587,0.182
117,House,21365,49,33,TX,100,,,"VEASEY, Marc",V000131,1971,,-0.403,0.336,-22.6879,0.9731,832,11,,-0.311,0.157
117,House,21366,49,34,TX,100,,,"VELA, Filemon",V000132,1963,,-0.311,0.407,-11.96004,0.97336,443,6,,-0.224,0.161
117,House,21551,49,36,TX,200,,,"BABIN, Brian",B001291,1948,,0.711,0.094,-121.32689,0.86385,829,60,,0.727,0.106
117,House,21700,49,19,TX,200,,,"ARRINGTON, Jodey Cook",A000375,1972,,0.647,-0.052,-138.51499,0.83672,777,63,,0.671,-0.042
117,House,21722,49,15,TX,100,,,"GONZALEZ, Vicente Jr.",G000581,1967,,-0.384,0.735,-47.67632,0.94277,809,17,,-0.29,0.468
117,House,21758,49,27,TX,200,,,"CLOUD, Michael",C001115,1975,,0.683,-0.3,-137.26783,0.84394,809,60,,0.714,-0.282
117,House,21900,49,32,TX,100,,,"ALLRED, Colin",A000376,1983,,-0.451,0.75,-15.34126,0.98171,831,4,,-0.399,0.495
117,House,21911,49,2,TX,200,,,"CRENSHAW, Daniel",C001120,1984,,0.429,0.22,-108.32137,0.87611,819,39,,0.447,0.121
117,House,21917,49,16,TX,100,,,"ESCOBAR, Veronica",E000299,1969,,-0.446,-0.373,-61.3004,0.92922,835,20,,-0.529,-0.525
117,House,21919,49,7,TX,100,,,"FLETCHER, Elizabeth",F000468,1975,,-0.437,0.9,-34.45138,0.95972,838,15,,-0.236,0.285
117,House,21922,49,29,TX,100,,,"GARCIA, Sylvia",G000587,1950,,-0.809,0.518,-51.60452,0.94007,835,21,,-0.878,0.453
117,House,21925,49,5,TX,200,,,"GOODEN, Lance",G000589,1982,,0.752,-0.067,-154.22796,0.83172,837,72,,0.765,-0.119
117,House,21961,49,21,TX,200,,,"ROY, Charles",R000614,1972,,0.8,-0.6,-103.40277,0.87918,803,44,,0.798,-0.603
117,House,21973,49,3,TX,200,,,"TAYLOR, Nicholas",T000479,1972,,0.581,-0.223,-175.65639,0.80822,825,90,,0.604,-0.245
117,House,21984,49,6,TX,200,,,"WRIGHT, Ron",W000827,1953,2021,0.711,-0.09,-0.27921,0.98025,14,0,,0.908,-0.418
117,House,22112,49,4,TX,200,,,"FALLON, Pat",F000246,1967,,0.724,0.145,-119.83931,0.86449,823,53,,0.719,0.146
117,House,22119,49,23,TX,200,,,"GONZALES, Tony",G000594,1980,,0.299,0.393,-67.97063,0.922,837,25,,0.309,0.384
117,House,22125,49,13,TX,200,,,"JACKSON, Ronny",J000304,1967,,0.783,0.168,-102.39526,0.88056,805,40,,0.78,0.163
117,House,22143,49,22,TX,200,,,"NEHLS, Troy E.",N000026,1968,,0.634,-0.13,-141.26608,0.84157,819,68,,0.636,-0.114
117,House,22147,49,11,TX,200,,,"PFLUGER, August",P000048,1977,,0.659,0.391,-85.38397,0.90123,821,37,,0.662,0.367
117,House,22155,49,24,TX,200,,,"VAN DUYNE, Beth",V000134,1970,,0.58,-0.007,-120.70211,0.86556,836,57,,0.577,0.01
117,House,22160,49,6,TX,200,,,"ELLZEY, Jake",E000071,1970,,0.518,0.365,-66.68168,0.8958,606,28,,0.514,0.358
117,House,22165,49,34,TX,200,,,"FLORES, Mayra",F000473,1986,,0.336,0.623,-18.15622,0.92995,250,5,,0.342,0.653
117,House,29571,49,35,TX,100,,,"DOGGETT, Lloyd Alton, II",D000399,1946,,-0.402,-0.316,-21.10912,0.97498,833,6,,-0.329,-0.409
117,House,29573,49,18,TX,100,,,"JACKSON LEE, Sheila",J000032,1950,,-0.46,0.125,-15.3295,0.98181,835,7,,-0.391,-0.147
117,House,29759,49,17,TX,200,,,"SESSIONS, Pete",S000250,1955,,0.592,0.133,-164.11475,0.81981,826,70,,0.587,-0.035
117,House,29760,49,8,TX,200,,,"BRADY, Kevin Patrick",B000755,1955,,0.52,0.239,-73.2156,0.89863,685,27,,0.477,0.473
117,House,29762,49,12,TX,200,,,"GRANGER, Kay",G000377,1943,,0.403,0.233,-132.15946,0.85115,820,49,,0.465,0.201
117,House,39305,49,30,TX,100,,,"JOHNSON, Eddie Bernice",J000126,1935,,-0.485,0.198,-19.27868,0.97709,832,11,,-0.488,-0.023
117,House,21367,67,2,UT,200,,,"STEWART, Chris",S001192,1960,,0.502,0.167,-101.7428,0.88541,836,40,,0.439,0.136
117,House,21755,67,3,UT,200,,,"CURTIS, John R.",C001114,1960,,0.475,0.08,-118.11649,0.86706,828,44,,0.409,0.121
117,House,22141,67,1,UT,200,,,"MOORE, Blake D.",M001213,1980,,0.349,0.378,-70.14883,0.91924,833,24,,0.349,0.353
